NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,FREQUENTLY/ALWAYS
0.05,0.056,0.097,0.186,0.444,0.673
0.05,0.056,0.097,0.186,0.444,0.673
0.05,0.056,0.097,0.186,0.444,0.673
0.05,0.057,0.097,0.186,0.444,0.673
0.05,0.057,0.097,0.186,0.444,0.673
0.05,0.057,0.097,0.186,0.444,0.673
0.05,0.057,0.097,0.186,0.444,0.673
0.05,0.057,0.097,0.186,0.445,0.673
0.05,0.057,0.097,0.186,0.445,0.673
0.05,0.057,0.097,0.186,0.445,0.673
0.05,0.057,0.097,0.186,0.445,0.673
0.051,0.057,0.097,0.186,0.445,0.674
0.051,0.057,0.097,0.186,0.445,0.674
0.051,0.057,0.098,0.186,0.445,0.674
0.051,0.057,0.098,0.186,0.445,0.674
0.051,0.057,0.098,0.186,0.446,0.674
0.051,0.057,0.098,0.186,0.446,0.674
0.051,0.057,0.098,0.186,0.446,0.674
0.051,0.057,0.098,0.186,0.446,0.674
0.051,0.057,0.098,0.187,0.446,0.675
0.051,0.057,0.098,0.187,0.447,0.675
0.051,0.057,0.098,0.187,0.447,0.675
0.051,0.057,0.098,0.187,0.447,0.675
0.051,0.057,0.098,0.187,0.447,0.675
0.051,0.057,0.098,0.187,0.447,0.675
0.051,0.057,0.098,0.187,0.447,0.676
0.051,0.058,0.098,0.187,0.447,0.676
0.051,0.058,0.098,0.187,0.447,0.676
0.052,0.058,0.098,0.187,0.447,0.677
0.052,0.058,0.098,0.187,0.447,0.677
0.052,0.058,0.098,0.187,0.447,0.677
0.052,0.058,0.098,0.187,0.447,0.677
0.052,0.058,0.098,0.187,0.448,0.677
0.052,0.058,0.099,0.187,0.448,0.677
0.052,0.058,0.099,0.187,0.448,0.677
0.052,0.058,0.099,0.187,0.448,0.677
0.052,0.058,0.099,0.187,0.448,0.677
0.052,0.058,0.099,0.187,0.449,0.677
0.052,0.058,0.099,0.187,0.449,0.677
0.052,0.058,0.099,0.187,0.449,0.678
0.052,0.058,0.099,0.187,0.449,0.678
0.052,0.058,0.099,0.187,0.449,0.678
0.052,0.059,0.099,0.187,0.45,0.678
0.052,0.059,0.099,0.187,0.45,0.678
0.052,0.059,0.099,0.188,0.45,0.678
0.052,0.059,0.099,0.188,0.45,0.678
0.052,0.059,0.099,0.188,0.451,0.678
0.052,0.059,0.099,0.188,0.451,0.678
0.052,0.059,0.099,0.188,0.451,0.678
0.052,0.059,0.099,0.188,0.451,0.679
0.053,0.059,0.099,0.188,0.451,0.679
0.053,0.059,0.099,0.188,0.451,0.679
0.053,0.059,0.099,0.188,0.452,0.679
0.053,0.059,0.1,0.188,0.452,0.679
0.053,0.059,0.1,0.188,0.452,0.679
0.053,0.059,0.1,0.188,0.452,0.679
0.053,0.059,0.1,0.189,0.452,0.679
0.053,0.059,0.1,0.189,0.452,0.679
0.053,0.059,0.1,0.189,0.452,0.679
0.053,0.059,0.1,0.189,0.453,0.679
0.053,0.059,0.1,0.189,0.453,0.68
0.053,0.059,0.1,0.189,0.453,0.68
0.053,0.059,0.1,0.189,0.453,0.68
0.053,0.059,0.1,0.189,0.453,0.68
0.053,0.06,0.1,0.189,0.453,0.68
0.053,0.06,0.1,0.189,0.454,0.68
0.053,0.06,0.1,0.189,0.454,0.68
0.053,0.06,0.1,0.189,0.454,0.68
0.053,0.06,0.1,0.189,0.454,0.68
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.454,0.681
0.053,0.06,0.101,0.189,0.455,0.681
0.054,0.06,0.101,0.189,0.455,0.681
0.054,0.06,0.101,0.189,0.455,0.681
0.054,0.06,0.101,0.189,0.455,0.681
0.054,0.06,0.101,0.189,0.455,0.682
0.054,0.06,0.101,0.189,0.455,0.682
0.054,0.06,0.101,0.189,0.455,0.682
0.054,0.06,0.101,0.19,0.455,0.682
0.054,0.06,0.101,0.19,0.456,0.682
0.054,0.06,0.101,0.19,0.456,0.682
0.054,0.061,0.101,0.19,0.456,0.682
0.054,0.061,0.101,0.19,0.456,0.682
0.054,0.061,0.101,0.19,0.456,0.682
0.054,0.061,0.101,0.19,0.457,0.682
0.054,0.061,0.102,0.19,0.457,0.682
0.054,0.061,0.102,0.19,0.457,0.683
0.054,0.061,0.102,0.19,0.457,0.683
0.054,0.061,0.102,0.19,0.457,0.683
0.054,0.061,0.102,0.19,0.457,0.683
0.055,0.061,0.102,0.19,0.457,0.683
0.055,0.061,0.102,0.19,0.458,0.683
0.055,0.061,0.102,0.19,0.458,0.683
0.055,0.061,0.102,0.19,0.458,0.683
0.055,0.061,0.102,0.19,0.458,0.683
0.055,0.061,0.102,0.19,0.458,0.684
0.055,0.061,0.102,0.19,0.458,0.684
0.055,0.061,0.102,0.19,0.458,0.685
0.055,0.061,0.102,0.191,0.458,0.685
0.055,0.061,0.102,0.191,0.458,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.685
0.055,0.061,0.102,0.191,0.459,0.686
0.055,0.061,0.102,0.191,0.459,0.686
0.055,0.061,0.102,0.191,0.459,0.686
0.056,0.062,0.102,0.191,0.459,0.686
0.056,0.062,0.102,0.191,0.459,0.686
0.056,0.062,0.102,0.191,0.46,0.686
0.056,0.062,0.102,0.191,0.46,0.686
0.056,0.062,0.102,0.191,0.46,0.686
0.056,0.062,0.102,0.191,0.46,0.686
0.056,0.062,0.103,0.191,0.46,0.686
0.056,0.062,0.103,0.191,0.46,0.687
0.056,0.062,0.103,0.191,0.46,0.687
0.056,0.062,0.103,0.191,0.46,0.687
0.056,0.062,0.103,0.191,0.46,0.687
0.056,0.062,0.103,0.191,0.46,0.688
0.056,0.062,0.103,0.191,0.461,0.688
0.057,0.062,0.103,0.191,0.461,0.688
0.057,0.062,0.103,0.192,0.461,0.688
0.057,0.062,0.103,0.192,0.461,0.688
0.057,0.062,0.103,0.192,0.462,0.688
0.057,0.062,0.103,0.192,0.462,0.688
0.057,0.062,0.103,0.192,0.462,0.688
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.062,0.103,0.192,0.462,0.689
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.463,0.69
0.057,0.063,0.103,0.192,0.464,0.69
0.057,0.063,0.104,0.192,0.464,0.691
0.057,0.063,0.104,0.192,0.464,0.691
0.057,0.063,0.104,0.192,0.464,0.691
0.057,0.063,0.104,0.193,0.464,0.691
0.057,0.063,0.104,0.193,0.464,0.691
0.057,0.063,0.104,0.193,0.464,0.691
0.058,0.063,0.104,0.193,0.464,0.691
0.058,0.063,0.104,0.193,0.464,0.691
0.058,0.063,0.104,0.193,0.464,0.692
0.058,0.063,0.104,0.193,0.464,0.692
0.058,0.063,0.104,0.193,0.465,0.692
0.058,0.063,0.104,0.193,0.465,0.692
0.058,0.063,0.104,0.193,0.465,0.692
0.058,0.063,0.104,0.193,0.465,0.692
0.058,0.063,0.104,0.193,0.465,0.692
0.058,0.064,0.104,0.193,0.466,0.692
0.058,0.064,0.104,0.193,0.466,0.692
0.058,0.064,0.104,0.193,0.466,0.693
0.058,0.064,0.104,0.193,0.466,0.693
0.059,0.064,0.104,0.193,0.466,0.693
0.059,0.064,0.104,0.193,0.466,0.693
0.059,0.064,0.104,0.193,0.466,0.693
0.059,0.064,0.104,0.193,0.466,0.693
0.059,0.064,0.105,0.193,0.466,0.693
0.059,0.064,0.105,0.193,0.467,0.693
0.059,0.064,0.105,0.193,0.467,0.694
0.059,0.064,0.105,0.193,0.467,0.694
0.059,0.064,0.105,0.194,0.467,0.694
0.059,0.064,0.105,0.194,0.468,0.694
0.059,0.064,0.105,0.194,0.468,0.694
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.468,0.695
0.059,0.064,0.105,0.194,0.469,0.695
0.059,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.105,0.194,0.469,0.696
0.06,0.064,0.106,0.194,0.469,0.696
0.06,0.064,0.106,0.194,0.47,0.696
0.06,0.065,0.106,0.195,0.47,0.696
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.47,0.697
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.471,0.698
0.06,0.065,0.106,0.195,0.472,0.698
0.061,0.065,0.106,0.195,0.472,0.698
0.061,0.065,0.106,0.196,0.472,0.698
0.061,0.065,0.106,0.196,0.472,0.699
0.061,0.065,0.106,0.196,0.472,0.699
0.061,0.065,0.106,0.196,0.472,0.699
0.061,0.066,0.106,0.196,0.472,0.699
0.061,0.066,0.106,0.196,0.473,0.699
0.061,0.066,0.106,0.196,0.473,0.699
0.061,0.066,0.106,0.196,0.473,0.699
0.061,0.066,0.107,0.196,0.473,0.699
0.061,0.066,0.107,0.196,0.473,0.699
0.061,0.066,0.107,0.196,0.473,0.699
0.061,0.066,0.107,0.196,0.473,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.7
0.061,0.066,0.107,0.196,0.474,0.701
0.061,0.066,0.107,0.197,0.475,0.701
0.061,0.067,0.107,0.197,0.475,0.701
0.061,0.067,0.107,0.197,0.475,0.701
0.061,0.067,0.107,0.197,0.475,0.701
0.061,0.067,0.108,0.197,0.475,0.701
0.061,0.067,0.108,0.197,0.475,0.702
0.061,0.067,0.108,0.197,0.475,0.702
0.062,0.067,0.108,0.197,0.475,0.702
0.062,0.067,0.108,0.197,0.475,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.108,0.197,0.476,0.702
0.062,0.067,0.109,0.197,0.477,0.703
0.062,0.067,0.109,0.197,0.477,0.703
0.062,0.067,0.109,0.197,0.477,0.703
0.062,0.067,0.109,0.197,0.477,0.703
0.062,0.067,0.109,0.197,0.478,0.703
0.062,0.067,0.109,0.197,0.478,0.703
0.062,0.067,0.109,0.197,0.478,0.703
0.062,0.067,0.109,0.197,0.478,0.703
0.062,0.067,0.109,0.197,0.478,0.704
0.062,0.068,0.109,0.197,0.478,0.704
0.062,0.068,0.109,0.197,0.479,0.704
0.062,0.068,0.109,0.197,0.479,0.704
0.062,0.068,0.109,0.197,0.479,0.704
0.062,0.068,0.109,0.198,0.479,0.704
0.062,0.068,0.109,0.198,0.479,0.704
0.062,0.068,0.109,0.198,0.479,0.704
0.062,0.068,0.109,0.198,0.479,0.704
0.062,0.068,0.109,0.198,0.479,0.705
0.062,0.068,0.109,0.198,0.479,0.705
0.062,0.068,0.109,0.198,0.479,0.705
0.062,0.068,0.109,0.198,0.479,0.705
0.063,0.068,0.109,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.705
0.063,0.068,0.11,0.198,0.48,0.706
0.063,0.068,0.11,0.198,0.481,0.706
0.063,0.068,0.11,0.198,0.481,0.706
0.063,0.068,0.11,0.199,0.481,0.706
0.063,0.068,0.11,0.199,0.481,0.706
0.063,0.068,0.11,0.199,0.481,0.706
0.063,0.068,0.11,0.199,0.481,0.706
0.063,0.068,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.706
0.063,0.069,0.11,0.199,0.482,0.707
0.063,0.069,0.111,0.199,0.482,0.707
0.063,0.069,0.111,0.199,0.483,0.707
0.063,0.069,0.111,0.199,0.483,0.707
0.063,0.069,0.111,0.199,0.483,0.707
0.064,0.069,0.111,0.199,0.483,0.707
0.064,0.069,0.111,0.199,0.483,0.707
0.064,0.069,0.111,0.199,0.483,0.707
0.064,0.069,0.111,0.199,0.484,0.707
0.064,0.069,0.111,0.199,0.484,0.707
0.064,0.069,0.111,0.199,0.484,0.708
0.064,0.069,0.111,0.199,0.484,0.708
0.064,0.069,0.111,0.199,0.484,0.708
0.064,0.069,0.111,0.2,0.485,0.708
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.485,0.709
0.064,0.069,0.111,0.2,0.486,0.71
0.064,0.07,0.111,0.2,0.486,0.71
0.064,0.07,0.111,0.2,0.486,0.71
0.064,0.07,0.111,0.2,0.486,0.71
0.064,0.07,0.111,0.2,0.486,0.71
0.064,0.07,0.111,0.2,0.486,0.711
0.064,0.07,0.112,0.2,0.486,0.711
0.064,0.07,0.112,0.2,0.486,0.711
0.064,0.07,0.112,0.2,0.487,0.711
0.065,0.07,0.112,0.201,0.487,0.711
0.065,0.07,0.112,0.201,0.487,0.711
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.487,0.712
0.065,0.07,0.112,0.201,0.488,0.712
0.065,0.07,0.112,0.201,0.488,0.712
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.713
0.065,0.07,0.112,0.201,0.488,0.714
0.065,0.071,0.113,0.201,0.489,0.714
0.065,0.071,0.113,0.201,0.489,0.714
0.065,0.071,0.113,0.201,0.489,0.714
0.065,0.071,0.113,0.201,0.489,0.714
0.065,0.071,0.113,0.201,0.489,0.714
0.065,0.071,0.113,0.201,0.49,0.714
0.065,0.071,0.113,0.201,0.49,0.714
0.066,0.071,0.113,0.201,0.49,0.714
0.066,0.071,0.113,0.201,0.49,0.714
0.066,0.071,0.113,0.201,0.49,0.714
0.066,0.071,0.113,0.201,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.491,0.715
0.066,0.071,0.113,0.202,0.492,0.716
0.066,0.071,0.113,0.202,0.492,0.716
0.066,0.071,0.114,0.202,0.492,0.716
0.066,0.072,0.114,0.202,0.492,0.716
0.066,0.072,0.114,0.202,0.492,0.716
0.066,0.072,0.114,0.202,0.492,0.717
0.066,0.072,0.114,0.202,0.492,0.717
0.066,0.072,0.114,0.202,0.492,0.717
0.066,0.072,0.114,0.202,0.492,0.717
0.066,0.072,0.114,0.202,0.493,0.717
0.066,0.072,0.114,0.202,0.493,0.717
0.066,0.072,0.114,0.202,0.493,0.717
0.066,0.072,0.114,0.202,0.493,0.718
0.066,0.072,0.114,0.202,0.493,0.718
0.066,0.072,0.114,0.202,0.493,0.718
0.066,0.072,0.114,0.203,0.493,0.718
0.066,0.072,0.114,0.203,0.494,0.718
0.067,0.072,0.114,0.203,0.494,0.718
0.067,0.072,0.114,0.203,0.494,0.718
0.067,0.072,0.114,0.203,0.494,0.718
0.067,0.072,0.114,0.203,0.494,0.718
0.067,0.072,0.114,0.203,0.494,0.719
0.067,0.072,0.114,0.203,0.494,0.719
0.067,0.072,0.114,0.203,0.494,0.719
0.067,0.072,0.114,0.203,0.495,0.719
0.067,0.072,0.114,0.203,0.495,0.719
0.067,0.072,0.114,0.203,0.495,0.719
0.067,0.073,0.115,0.203,0.495,0.72
0.067,0.073,0.115,0.203,0.495,0.72
0.067,0.073,0.115,0.203,0.495,0.72
0.067,0.073,0.115,0.203,0.495,0.72
0.067,0.073,0.115,0.204,0.495,0.72
0.067,0.073,0.115,0.204,0.495,0.72
0.067,0.073,0.115,0.204,0.496,0.72
0.067,0.073,0.115,0.204,0.496,0.72
0.067,0.073,0.115,0.204,0.496,0.72
0.067,0.073,0.115,0.204,0.496,0.72
0.067,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.496,0.721
0.068,0.073,0.115,0.204,0.497,0.721
0.068,0.073,0.115,0.204,0.497,0.721
0.068,0.073,0.115,0.204,0.497,0.721
0.068,0.073,0.115,0.204,0.497,0.721
0.068,0.073,0.115,0.204,0.497,0.721
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.497,0.722
0.068,0.073,0.115,0.204,0.498,0.722
0.068,0.073,0.116,0.204,0.498,0.722
0.068,0.073,0.116,0.204,0.498,0.722
0.068,0.073,0.116,0.204,0.498,0.723
0.068,0.073,0.116,0.205,0.498,0.723
0.069,0.073,0.116,0.205,0.498,0.723
0.069,0.073,0.116,0.205,0.498,0.723
0.069,0.074,0.116,0.205,0.498,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.499,0.723
0.069,0.074,0.116,0.205,0.5,0.723
0.069,0.074,0.116,0.205,0.5,0.723
0.069,0.074,0.116,0.205,0.5,0.723
0.069,0.074,0.116,0.205,0.5,0.724
0.069,0.074,0.116,0.205,0.5,0.724
0.069,0.074,0.116,0.205,0.5,0.724
0.069,0.074,0.116,0.206,0.5,0.724
0.069,0.074,0.117,0.206,0.5,0.724
0.069,0.074,0.117,0.206,0.5,0.724
0.069,0.074,0.117,0.206,0.5,0.724
0.069,0.074,0.117,0.206,0.5,0.724
0.069,0.074,0.117,0.206,0.501,0.724
0.069,0.074,0.117,0.206,0.501,0.724
0.069,0.074,0.117,0.206,0.501,0.724
0.07,0.074,0.117,0.206,0.501,0.724
0.07,0.074,0.117,0.206,0.501,0.724
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.501,0.725
0.07,0.075,0.117,0.206,0.502,0.725
0.07,0.075,0.117,0.206,0.502,0.725
0.07,0.075,0.117,0.206,0.502,0.725
0.07,0.075,0.117,0.207,0.502,0.726
0.07,0.075,0.117,0.207,0.502,0.726
0.07,0.075,0.117,0.207,0.502,0.726
0.07,0.075,0.117,0.207,0.502,0.726
0.07,0.075,0.117,0.207,0.502,0.726
0.07,0.075,0.118,0.207,0.503,0.726
0.07,0.075,0.118,0.207,0.503,0.726
0.07,0.075,0.118,0.207,0.503,0.726
0.07,0.075,0.118,0.207,0.503,0.727
0.07,0.075,0.118,0.207,0.503,0.727
0.07,0.075,0.118,0.207,0.503,0.727
0.07,0.075,0.118,0.207,0.503,0.727
0.07,0.075,0.118,0.207,0.503,0.727
0.071,0.075,0.118,0.207,0.504,0.727
0.071,0.075,0.118,0.207,0.504,0.727
0.071,0.075,0.118,0.207,0.504,0.727
0.071,0.075,0.118,0.207,0.504,0.727
0.071,0.075,0.118,0.207,0.504,0.728
0.071,0.075,0.118,0.207,0.504,0.728
0.071,0.076,0.118,0.207,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.728
0.071,0.076,0.118,0.208,0.505,0.729
0.071,0.076,0.118,0.208,0.505,0.729
0.071,0.076,0.118,0.208,0.505,0.729
0.072,0.076,0.118,0.208,0.506,0.729
0.072,0.076,0.118,0.208,0.506,0.729
0.072,0.076,0.118,0.208,0.506,0.729
0.072,0.076,0.118,0.208,0.506,0.729
0.072,0.076,0.118,0.208,0.506,0.73
0.072,0.076,0.118,0.208,0.506,0.73
0.072,0.076,0.118,0.208,0.507,0.73
0.072,0.077,0.119,0.208,0.507,0.73
0.072,0.077,0.119,0.209,0.507,0.73
0.072,0.077,0.119,0.209,0.507,0.73
0.072,0.077,0.119,0.209,0.507,0.73
0.072,0.077,0.119,0.209,0.507,0.73
0.072,0.077,0.119,0.209,0.508,0.73
0.072,0.077,0.119,0.209,0.508,0.73
0.072,0.077,0.119,0.209,0.508,0.731
0.072,0.077,0.119,0.209,0.508,0.731
0.072,0.077,0.119,0.209,0.508,0.731
0.072,0.077,0.119,0.209,0.509,0.731
0.072,0.077,0.119,0.209,0.509,0.731
0.072,0.077,0.119,0.209,0.509,0.731
0.072,0.077,0.119,0.209,0.509,0.732
0.072,0.077,0.119,0.209,0.509,0.732
0.073,0.077,0.119,0.209,0.509,0.732
0.073,0.077,0.119,0.209,0.51,0.732
0.073,0.077,0.119,0.209,0.51,0.732
0.073,0.077,0.119,0.21,0.51,0.732
0.073,0.077,0.12,0.21,0.51,0.732
0.073,0.077,0.12,0.21,0.51,0.732
0.073,0.078,0.12,0.21,0.51,0.732
0.073,0.078,0.12,0.21,0.51,0.732
0.073,0.078,0.12,0.21,0.51,0.733
0.073,0.078,0.12,0.21,0.51,0.733
0.073,0.078,0.12,0.21,0.51,0.733
0.073,0.078,0.12,0.21,0.511,0.733
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.511,0.734
0.073,0.078,0.12,0.21,0.512,0.734
0.073,0.078,0.12,0.21,0.512,0.734
0.073,0.078,0.12,0.21,0.512,0.734
0.073,0.078,0.12,0.21,0.512,0.735
0.073,0.078,0.12,0.21,0.512,0.735
0.074,0.078,0.12,0.21,0.512,0.735
0.074,0.078,0.12,0.21,0.513,0.735
0.074,0.078,0.12,0.21,0.513,0.735
0.074,0.078,0.12,0.21,0.513,0.735
0.074,0.078,0.121,0.21,0.513,0.735
0.074,0.078,0.121,0.211,0.514,0.735
0.074,0.078,0.121,0.211,0.514,0.735
0.074,0.078,0.121,0.211,0.514,0.736
0.074,0.079,0.121,0.211,0.514,0.736
0.074,0.079,0.121,0.211,0.514,0.736
0.074,0.079,0.121,0.211,0.515,0.736
0.074,0.079,0.121,0.211,0.515,0.736
0.074,0.079,0.121,0.211,0.515,0.736
0.074,0.079,0.121,0.211,0.515,0.736
0.074,0.079,0.121,0.211,0.516,0.736
0.074,0.079,0.121,0.211,0.516,0.736
0.074,0.079,0.121,0.211,0.516,0.736
0.074,0.079,0.121,0.211,0.516,0.737
0.074,0.079,0.121,0.211,0.516,0.737
0.074,0.079,0.121,0.212,0.516,0.737
0.074,0.079,0.121,0.212,0.517,0.737
0.074,0.079,0.121,0.212,0.517,0.737
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.121,0.212,0.517,0.738
0.075,0.079,0.122,0.212,0.517,0.738
0.075,0.079,0.122,0.212,0.517,0.738
0.075,0.079,0.122,0.212,0.517,0.738
0.075,0.079,0.122,0.212,0.518,0.738
0.075,0.079,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.075,0.08,0.122,0.212,0.518,0.739
0.076,0.08,0.122,0.212,0.518,0.739
0.076,0.08,0.122,0.213,0.518,0.74
0.076,0.08,0.122,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.519,0.74
0.076,0.08,0.123,0.213,0.52,0.74
0.076,0.08,0.123,0.213,0.52,0.74
0.076,0.08,0.123,0.213,0.52,0.74
0.076,0.08,0.123,0.213,0.52,0.741
0.076,0.08,0.123,0.213,0.52,0.741
0.076,0.08,0.123,0.213,0.52,0.741
0.076,0.081,0.123,0.213,0.52,0.741
0.076,0.081,0.123,0.213,0.521,0.741
